DBMS,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PICK_LIST_LINE,PICK_UNIT_OF_MEASURE_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PICK_LIST_LINE,FROM_BIN_ID,9,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,WAREHOUSE_BIN,WAREHOUSE_BIN_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PICK_LIST_LINE,INVENTORY_LOT_ID,10,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,INVENTORY_LOT,INVENTORY_LOT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PICK_LIST_LINE,SALES_ORDER_LINE_ITEM_ID,11,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PICK_LIST_LINE,PICK_STATUS,12,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,PLANNED_ORDER_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,MATERIAL_REQUIREMENTS_PLANNING_RUN_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,MATERIAL_REQUIREMENTS_PLANNING_RUN,MATERIAL_REQUIREMENTS_PLANNING_RUN_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,PLANNED_ORDER_SEQUENCE,3,"NUMBER(38,0)",,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,PRODUCT_ID,4,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,SITE_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SITE,SITE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,ORDER_TYPE,6,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,ORDER_QUANTITY,7,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,ORDER_UNIT_OF_MEASURE_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,REQUIRED_DATE,9,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,ORDER_DATE,10,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,ORDER_STATUS,11,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PLANNED_ORDER,PLANNER_MESSAGE,12,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,POSITION_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,POSITION_CODE,2,TEXT,50,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,JOB_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,JOB,JOB_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,POSITION_STATUS,4,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,BUDGETED_POSITION_FLAG,5,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,FULL_TIME_EQUIVALENT,6,"NUMBER(4,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,ORGANIZATION_ID,7,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ORGANIZATION,ORGANIZATION_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,SITE_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SITE,SITE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,LOCATION_ID,9,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,LOCATION,LOCATION_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,REPORTS_TO_POSITION_ID,10,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,POSITION,POSITION_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,VALID_FROM_TIMESTAMP,11,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,VALID_TO_TIMESTAMP,12,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,IS_CURRENT_FLAG,13,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,CREATED_BY_USER,14,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,CREATED_TIMESTAMP,15,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,UPDATED_BY_USER,16,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,POSITION,UPDATED_TIMESTAMP,17,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,PRODUCT_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,PRODUCT_CODE,2,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,PRODUCT_NAME,3,TEXT,200,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,PRODUCT_DESCRIPTION_SHORT,4,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,PRODUCT_DESCRIPTION_LONG,5,TEXT,4000,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,PRODUCT_TYPE,6,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,PRODUCT_STATUS,7,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,BASE_UNIT_OF_MEASURE_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,MAKE_BUY_INDICATOR,9,TEXT,20,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,PRODUCT_CATEGORY_ID,10,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT_CATEGORY,PRODUCT_CATEGORY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,OWNING_ORGANIZATION_ID,11,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ORGANIZATION,ORGANIZATION_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,VALID_FROM_TIMESTAMP,12,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,VALID_TO_TIMESTAMP,13,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,IS_CURRENT_FLAG,14,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,CREATED_BY_USER,15,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,CREATED_TIMESTAMP,16,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,UPDATED_BY_USER,17,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT,UPDATED_TIMESTAMP,18,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,PRODUCTION_RUN_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,PRODUCTION_RUN_NUMBER,2,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,PRODUCT_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,FORMULA_BILL_OF_MATERIAL_ID,4,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,BILL_OF_MATERIAL,BILL_OF_MATERIAL_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,RUN_START_DATE,5,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,RUN_START_TIMESTAMP,6,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,RUN_END_DATE,7,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,RUN_END_TIMESTAMP,8,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,TARGET_QUANTITY,9,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,ACTUAL_QUANTITY,10,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,BATCH_LOT_NUMBER,11,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,PROCESS_PARAMETERS,12,TEXT,4000,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,RUN_STATUS,13,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN,SITE_ID,14,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SITE,SITE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN_PARAMETER,PRODUCTION_RUN_PARAMETER_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN_PARAMETER,PRODUCTION_RUN_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCTION_RUN,PRODUCTION_RUN_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN_PARAMETER,PARAMETER_NAME,3,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN_PARAMETER,PARAMETER_TIMESTAMP,4,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN_PARAMETER,PARAMETER_VALUE,5,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN_PARAMETER,PARAMETER_UNIT_OF_MEASURE,6,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN_PARAMETER,IN_SPECIFICATION_FLAG,7,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_RUN_PARAMETER,EQUIPMENT_SENSOR_REFERENCE,8,TEXT,200,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_SCHEDULE,PRODUCTION_SCHEDULE_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_SCHEDULE,WORK_ORDER_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,WORK_ORDER,WORK_ORDER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_SCHEDULE,WORK_CENTER_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,WORK_CENTER,WORK_CENTER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_SCHEDULE,SCHEDULED_DATE,4,DATE,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_SCHEDULE,SCHEDULED_START_TIME,5,TIME,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_SCHEDULE,SCHEDULED_END_TIME,6,TIME,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_SCHEDULE,SCHEDULED_QUANTITY,7,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCTION_SCHEDULE,SCHEDULE_STATUS,8,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,PRODUCT_ALTERNATE_ID_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,PRODUCT_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,ALTERNATE_ID_TYPE,3,TEXT,50,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,ALTERNATE_ID_VALUE,4,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,RELATED_PARTY_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PARTY,PARTY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,VALID_FROM_TIMESTAMP,6,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,VALID_TO_TIMESTAMP,7,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,IS_CURRENT_FLAG,8,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,CREATED_BY_USER,9,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,CREATED_TIMESTAMP,10,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,UPDATED_BY_USER,11,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ALTERNATE_ID,UPDATED_TIMESTAMP,12,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,PRODUCT_ATTRIBUTE_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,PRODUCT_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,ATTRIBUTE_NAME,3,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,ATTRIBUTE_VALUE,4,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,ATTRIBUTE_DATA_TYPE,5,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,ATTRIBUTE_UNIT_OF_MEASURE_ID,6,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,VALID_FROM_TIMESTAMP,7,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,VALID_TO_TIMESTAMP,8,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,IS_CURRENT_FLAG,9,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,CREATED_BY_USER,10,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,CREATED_TIMESTAMP,11,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,UPDATED_BY_USER,12,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_ATTRIBUTE,UPDATED_TIMESTAMP,13,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,PRODUCT_CATEGORY_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,PRODUCT_CATEGORY_CODE,2,TEXT,50,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,CATEGORY_NAME,3,TEXT,200,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,CATEGORY_DESCRIPTION,4,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,PARENT_CATEGORY_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT_CATEGORY,PRODUCT_CATEGORY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,CATEGORY_LEVEL,6,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,VALID_FROM_TIMESTAMP,7,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,VALID_TO_TIMESTAMP,8,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,IS_CURRENT_FLAG,9,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,CREATED_BY_USER,10,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,CREATED_TIMESTAMP,11,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,UPDATED_BY_USER,12,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CATEGORY,UPDATED_TIMESTAMP,13,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,PRODUCT_CONFIGURATION_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,CONFIGURATION_CODE,2,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,BASE_PRODUCT_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,CONFIGURATION_NAME,4,TEXT,200,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,CONFIGURATION_DESCRIPTION,5,TEXT,1000,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,CONFIGURATION_TYPE,6,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,VALID_FROM_TIMESTAMP,7,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,VALID_TO_TIMESTAMP,8,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,IS_CURRENT_FLAG,9,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,CREATED_BY_USER,10,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,CREATED_TIMESTAMP,11,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,UPDATED_BY_USER,12,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_CONFIGURATION,UPDATED_TIMESTAMP,13,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,PRODUCT_COST_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,PRODUCT_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,SITE_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SITE,SITE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,COST_TYPE,4,TEXT,50,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,MATERIAL_COST,5,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,LABOR_COST,6,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,OVERHEAD_COST,7,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,TOTAL_COST,8,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,CURRENCY_ID,9,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CURRENCY,CURRENCY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,COSTING_METHOD,10,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,EFFECTIVE_DATE,11,DATE,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,VALID_FROM_TIMESTAMP,12,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,VALID_TO_TIMESTAMP,13,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,IS_CURRENT_FLAG,14,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,CREATED_BY_USER,15,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,CREATED_TIMESTAMP,16,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,UPDATED_BY_USER,17,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_COST,UPDATED_TIMESTAMP,18,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_DOCUMENT,PRODUCT_DOCUMENT_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_DOCUMENT,PRODUCT_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_DOCUMENT,DOCUMENT_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,DOCUMENT,DOCUMENT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_DOCUMENT,RELATIONSHIP_TYPE,4,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_DOCUMENT,IS_PRIMARY_DOCUMENT_FLAG,5,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,PRODUCT_HIERARCHY_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,PRODUCT_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,PRODUCT_CATEGORY_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT_CATEGORY,PRODUCT_CATEGORY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,HIERARCHY_TYPE,4,TEXT,50,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,VALID_FROM_TIMESTAMP,5,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,VALID_TO_TIMESTAMP,6,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,IS_CURRENT_FLAG,7,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,CREATED_BY_USER,8,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,CREATED_TIMESTAMP,9,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,UPDATED_BY_USER,10,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_HIERARCHY,UPDATED_TIMESTAMP,11,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_PACKAGING,PRODUCT_PACKAGING_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_PACKAGING,PRODUCT_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,PRODUCT_PACKAGING,PACKAGING_LEVEL,3,TEXT,50,UNIQUE,,,
